ticker,PC1,PC2
SNA,0.44256743663794845,-1.228070254165177
SNOW,1.2450285789306914,0.743280452631192
SPB,-0.6609770474982898,-1.2111217877681646
SPCE,8.834003068941625,2.3798355659925186
SPG,1.457287376822365,1.7092799088360333
STE,-0.0442767266465859,-1.2704120163956
STLD,-0.5243709927458798,-1.0540414727702545
STT,-0.6851548728543375,1.9692327767160187
STX,-0.8687033375617113,3.379562396152708
SUI,-0.22592192722108725,-1.1533942992114277
SWK,-0.8438774934646935,-0.8381963063605643
SYF,-0.5241499683546893,0.7602390989205818
SYK,-0.082534292407667,-0.7221818365383619
T,-0.32205326316025157,-0.15713235379445048
TEAM,0.4611169519506719,0.23891235673515715
TFC,-0.3477575320605172,1.0629399043445553
TFX,0.8806527648349698,-0.27048168941747014
TGT,-1.1962815517970828,-0.2375058482840331
TJX,-0.5957979489692324,-0.01907332863552288
TKO,-0.5272272063348635,-0.9213060840005876
TMO,-0.12298793578495539,-0.7773397884603067
TMUS,-0.5233839526361052,-0.08386843679935482
TOL,-0.16419475380965623,-1.0178586106707803
TPR,-1.4188903302010993,0.6138112561017092
TREX,0.3954782088295241,-1.241694923074747
TRMB,0.2757546502225492,-1.1805798379767984
TRV,-0.6623264674552611,0.078538448669182
TSLA,-0.35838203120779955,-1.2608826961339485
TT,-0.14631392472581922,-0.40925406986627416
TTWO,2.5738378776400506,1.6844706716132303
TXN,0.8876101736363678,-0.3737572446225349
U,1.4228908294464921,-0.5710100710348553
UBER,-0.5052796110806289,-0.7712591439368292
UDR,-0.013580457255826532,-0.32766585847718804
UEC,2.879027938339857,-0.9048015523976092
UNH,-1.1601108713918484,-0.5055809107377717
UNM,-1.1498748471702376,0.22051010792763515
UNP,0.12624292972830178,0.22082773066753006
UPS,-0.9932696920925292,0.08333288326187759
URBN,-0.41205063245148105,-1.0548826914098135
URG,3.3698758884045326,1.3937114433105082
USB,-0.768823774284205,1.3220366319578771
USEG,3.7099120438265625,0.3846639096033216
UUUU,2.5703115204312788,0.18867848922098945
V,1.3234265094885258,0.21345070187020415
VFC,-1.4517341753438453,0.3040127130700539
VLO,-1.2312706624442935,-0.8088260293591691
VOYA,-1.7088169588310675,2.562373990483896
VRTX,0.9703551504202584,-1.0830273717790235
VSAT,-0.4880685390340243,-0.23154834337908245
VTR,-0.5711295183015574,-0.9091070692228249
VZ,-0.5869964942202441,-0.07240905615682067
WAT,0.35640695107211734,-0.6450863223566126
WBD,-0.9235395433565853,-0.6702359824678729
WDC,0.030823034225156556,-0.312620785403741
WDFC,0.23458140046651266,-0.7856920487990284
WEC,-0.5366597805802432,0.11785886670797499
WELL,-0.23259584054765645,-1.334926319579041
WFC,-0.32981814825022043,1.7002456978931593
WHD,0.25492599854602294,-1.4397969315152297
WM,-0.7042920817964224,0.15228707436056999
WMT,-1.2238219106904074,-0.5365959147396776
WRB,-0.6916600970570154,0.11336090919926961
WSM,-0.02963022828690633,-0.23146253577607953
WWW,-1.060164040875455,-0.061786894926591555
WY,-0.5814705590477364,-1.2141015971170543
WYNN,-1.9410126427433154,3.012423573507318
XEL,-0.539256657585019,-0.21378587352922365
XOM,-0.30256095374342956,-1.151159770764741
XYL,-0.09780838576964677,-1.3316526961160315
YUM,-1.1788521491143666,2.4331967476102494
Z,0.29450963629161125,-1.911960364753713
ZBH,-0.3710488554809861,-1.0858584165615668
ZM,1.8036565005634184,-1.1610929983443872
ZS,-0.21877187673728268,-0.21294711542843944
ZTS,0.20909092470698204,0.6170338548461936
